nameWithOwner;name;url;stargazerCount;releases;createdAt;ageInYears
zouzg/mybatis-generator-gui;mybatis-generator-gui;https://github.com/zouzg/mybatis-generator-gui;6421;16;08/05/2016 22:39:39;6
pentaho/pentaho-kettle;pentaho-kettle;https://github.com/pentaho/pentaho-kettle;6408;1;08/10/2013 18:27:11;9
real-logic/aeron;aeron;https://github.com/real-logic/aeron;6394;84;07/02/2014 17:16:58;9
vinc3m1/RoundedImageView;RoundedImageView;https://github.com/vinc3m1/RoundedImageView;6384;19;22/02/2013 01:17:37;10
zendesk/android-floating-action-button;android-floating-action-button;https://github.com/zendesk/android-floating-action-button;6376;0;19/09/2014 06:49:21;8
google/error-prone;error-prone;https://github.com/google/error-prone;6363;26;21/08/2014 23:26:50;8
guardianproject/haven;haven;https://github.com/guardianproject/haven;6340;37;01/03/2017 03:20:03;6
processing/processing;processing;https://github.com/processing/processing;6314;48;24/01/2013 21:17:22;10
koush/ion;ion;https://github.com/koush/ion;6299;0;22/05/2013 07:41:23;9
rest-assured/rest-assured;rest-assured;https://github.com/rest-assured/rest-assured;6284;0;21/10/2010 08:35:43;12
smuyyh/BookReader;BookReader;https://github.com/smuyyh/BookReader;6268;0;03/08/2016 05:17:27;6
NLPchina/ansj_seg;ansj_seg;https://github.com/NLPchina/ansj_seg;6263;3;05/09/2012 05:56:24;10
ArthurHub/Android-Image-Cropper;Android-Image-Cropper;https://github.com/ArthurHub/Android-Image-Cropper;6231;32;15/01/2015 10:49:37;8
rabbitmq/rabbitmq-tutorials;rabbitmq-tutorials;https://github.com/rabbitmq/rabbitmq-tutorials;6231;0;21/09/2010 11:41:26;12
flowable/flowable-engine;flowable-engine;https://github.com/flowable/flowable-engine;6205;22;13/10/2016 07:21:43;6
alibaba/transmittable-thread-local;transmittable-thread-local;https://github.com/alibaba/transmittable-thread-local;6175;55;13/10/2013 08:48:33;9
frohoff/ysoserial;ysoserial;https://github.com/frohoff/ysoserial;6163;1;28/01/2015 07:13:55;8
ikew0ng/SwipeBackLayout;SwipeBackLayout;https://github.com/ikew0ng/SwipeBackLayout;6134;0;25/08/2013 03:36:12;9
mrniko/netty-socketio;netty-socketio;https://github.com/mrniko/netty-socketio;6133;6;12/01/2012 11:43:49;11
Alluxio/alluxio;alluxio;https://github.com/Alluxio/alluxio;6128;59;21/12/2012 17:43:46;10
rengwuxian/MaterialEditText;MaterialEditText;https://github.com/rengwuxian/MaterialEditText;6115;19;30/10/2014 10:07:23;8
ximsfei/Android-skin-support;Android-skin-support;https://github.com/ximsfei/Android-skin-support;6089;0;12/01/2017 15:03:54;6
aa112901/remusic;remusic;https://github.com/aa112901/remusic;6073;0;24/03/2016 06:20:39;6
AsyncHttpClient/async-http-client;async-http-client;https://github.com/AsyncHttpClient/async-http-client;6072;0;07/03/2011 13:41:46;12
sshahine/JFoenix;JFoenix;https://github.com/sshahine/JFoenix;6072;0;08/09/2015 14:04:24;7
daimajia/NumberProgressBar;NumberProgressBar;https://github.com/daimajia/NumberProgressBar;6039;3;01/05/2014 08:54:25;8
MinecraftForge/MinecraftForge;MinecraftForge;https://github.com/MinecraftForge/MinecraftForge;6033;0;30/01/2012 01:35:01;11
rey5137/material;material;https://github.com/rey5137/material;6028;10;09/12/2014 12:07:32;8
pedrovgs/EffectiveAndroidUI;EffectiveAndroidUI;https://github.com/pedrovgs/EffectiveAndroidUI;6025;0;04/07/2014 08:42:20;8
google/physical-web;physical-web;https://github.com/google/physical-web;6023;17;30/09/2014 18:32:14;8
wxiaoqi/Spring-Cloud-Platform;Spring-Cloud-Platform;https://github.com/wxiaoqi/Spring-Cloud-Platform;6014;3;25/05/2017 10:35:26;5
ityouknow/spring-cloud-examples;spring-cloud-examples;https://github.com/ityouknow/spring-cloud-examples;6013;0;28/04/2017 08:48:53;5
wasabeef/richeditor-android;richeditor-android;https://github.com/wasabeef/richeditor-android;5999;0;30/03/2015 16:19:20;7
singwhatiwanna/dynamic-load-apk;dynamic-load-apk;https://github.com/singwhatiwanna/dynamic-load-apk;5994;0;30/03/2014 11:51:00;8
mapstruct/mapstruct;mapstruct;https://github.com/mapstruct/mapstruct;5989;26;28/05/2012 12:42:42;10
apache/zeppelin;zeppelin;https://github.com/apache/zeppelin;5965;0;25/03/2015 07:00:06;7
wyouflf/xUtils3;xUtils3;https://github.com/wyouflf/xUtils3;5957;9;28/10/2015 10:56:04;7
antoniolg/androidmvp;androidmvp;https://github.com/antoniolg/androidmvp;5956;0;02/04/2014 05:42:20;8
527515025/springBoot;springBoot;https://github.com/527515025/springBoot;5952;0;07/11/2016 02:13:31;6
joelittlejohn/jsonschema2pojo;jsonschema2pojo;https://github.com/joelittlejohn/jsonschema2pojo;5941;62;22/06/2013 22:28:53;9
google/j2objc;j2objc;https://github.com/google/j2objc;5924;39;30/01/2014 20:19:56;9
didi/KnowStreaming;KnowStreaming;https://github.com/didi/KnowStreaming;5887;22;19/03/2020 05:13:51;2
gzu-liyujiang/AndroidPicker;AndroidPicker;https://github.com/gzu-liyujiang/AndroidPicker;5879;54;21/10/2015 14:21:16;7
lightbend/config;config;https://github.com/lightbend/config;5864;0;06/12/2011 08:02:29;11
amitshekhariitbhu/from-java-to-kotlin;from-java-to-kotlin;https://github.com/amitshekhariitbhu/from-java-to-kotlin;5862;0;21/05/2017 11:56:27;5
alibaba/jvm-sandbox;jvm-sandbox;https://github.com/alibaba/jvm-sandbox;5857;13;03/08/2017 02:55:31;5
prolificinteractive/material-calendarview;material-calendarview;https://github.com/prolificinteractive/material-calendarview;5849;22;09/02/2015 22:31:56;8
weibocom/motan;motan;https://github.com/weibocom/motan;5841;23;20/04/2016 10:56:17;6
Meituan-Dianping/Leaf;Leaf;https://github.com/Meituan-Dianping/Leaf;5822;0;11/12/2018 07:41:35;4
JesusFreke/smali;smali;https://github.com/JesusFreke/smali;5815;0;23/09/2012 19:51:16;10
h2pl/Java-Tutorial;Java-Tutorial;https://github.com/h2pl/Java-Tutorial;5809;0;01/05/2018 15:57:21;4
springfox/springfox;springfox;https://github.com/springfox/springfox;5787;12;06/05/2012 06:38:57;10
google/grafika;grafika;https://github.com/google/grafika;5775;1;19/12/2013 18:36:53;9
Nightonke/BoomMenu;BoomMenu;https://github.com/Nightonke/BoomMenu;5772;0;19/03/2016 12:04:12;6
graphql-java/graphql-java;graphql-java;https://github.com/graphql-java/graphql-java;5761;49;06/07/2015 06:52:20;7
springside/springside4;springside4;https://github.com/springside/springside4;5758;3;23/02/2012 08:39:03;11
lets-blade/blade;blade;https://github.com/lets-blade/blade;5752;9;10/06/2015 03:35:49;7
Devlight/InfiniteCycleViewPager;InfiniteCycleViewPager;https://github.com/Devlight/InfiniteCycleViewPager;5744;2;22/08/2016 08:04:39;6
xiaojieonly/Ehviewer_CN_SXJ;Ehviewer_CN_SXJ;https://github.com/xiaojieonly/Ehviewer_CN_SXJ;5743;53;09/11/2020 06:14:31;2
JakeWharton/DiskLruCache;DiskLruCache;https://github.com/JakeWharton/DiskLruCache;5741;0;05/01/2012 00:36:34;11
liyifeng1994/ssm;ssm;https://github.com/liyifeng1994/ssm;5730;0;18/06/2016 17:58:56;6
haifengl/smile;smile;https://github.com/haifengl/smile;5694;24;20/11/2014 16:28:12;8
JakeWharton/u2020;u2020;https://github.com/JakeWharton/u2020;5688;0;14/11/2013 11:58:23;9
yarolegovich/DiscreteScrollView;DiscreteScrollView;https://github.com/yarolegovich/DiscreteScrollView;5682;2;03/03/2017 23:38:54;6
macrozheng/springcloud-learning;springcloud-learning;https://github.com/macrozheng/springcloud-learning;5678;0;07/09/2019 02:36:16;3
junit-team/junit5;junit5;https://github.com/junit-team/junit5;5659;59;11/01/2015 19:06:10;8
k0shk0sh/FastHub;FastHub;https://github.com/k0shk0sh/FastHub;5653;63;18/02/2017 17:53:16;6
daimajia/AndroidImageSlider;AndroidImageSlider;https://github.com/daimajia/AndroidImageSlider;5644;5;02/06/2014 06:04:17;8
dmytrodanylyk/circular-progress-button;circular-progress-button;https://github.com/dmytrodanylyk/circular-progress-button;5642;2;07/06/2014 12:58:48;8
micronaut-projects/micronaut-core;micronaut-core;https://github.com/micronaut-projects/micronaut-core;5626;152;07/03/2018 12:05:08;5
jpush/aurora-imui;aurora-imui;https://github.com/jpush/aurora-imui;5618;42;13/12/2016 05:24:01;6
robolectric/robolectric;robolectric;https://github.com/robolectric/robolectric;5609;89;28/08/2010 00:28:25;12
amlcurran/ShowcaseView;ShowcaseView;https://github.com/amlcurran/ShowcaseView;5608;13;14/08/2012 19:07:36;10
nhaarman/ListViewAnimations;ListViewAnimations;https://github.com/nhaarman/ListViewAnimations;5603;14;19/03/2013 11:59:23;9
changmingxie/tcc-transaction;tcc-transaction;https://github.com/changmingxie/tcc-transaction;5588;6;05/12/2015 04:27:53;7
hongyangAndroid/FlowLayout;FlowLayout;https://github.com/hongyangAndroid/FlowLayout;5566;0;28/08/2015 09:32:31;7
knightliao/disconf;disconf;https://github.com/knightliao/disconf;5547;12;30/05/2014 09:39:27;8
amitshekhariitbhu/Fast-Android-Networking;Fast-Android-Networking;https://github.com/amitshekhariitbhu/Fast-Android-Networking;5541;8;21/03/2016 18:35:44;6
emilsjolander/StickyListHeaders;StickyListHeaders;https://github.com/emilsjolander/StickyListHeaders;5527;16;11/03/2012 18:29:18;11
getActivity/AndroidProject;AndroidProject;https://github.com/getActivity/AndroidProject;5510;17;23/10/2018 10:30:55;4
sockeqwe/mosby;mosby;https://github.com/sockeqwe/mosby;5493;15;25/03/2015 00:59:19;7
alibaba/freeline;freeline;https://github.com/alibaba/freeline;5487;22;03/08/2016 17:22:52;6
hanks-zyh/HTextView;HTextView;https://github.com/hanks-zyh/HTextView;5481;0;19/12/2015 16:34:59;7
quartz-scheduler/quartz;quartz;https://github.com/quartz-scheduler/quartz;5470;2;07/03/2016 14:05:37;7
Vedenin/useful-java-links;useful-java-links;https://github.com/Vedenin/useful-java-links;5468;0;13/02/2016 13:14:52;7
raphw/byte-buddy;byte-buddy;https://github.com/raphw/byte-buddy;5462;265;25/11/2013 19:38:03;9
cabaletta/baritone;baritone;https://github.com/cabaletta/baritone;5460;67;01/08/2018 15:34:21;4
fuzhengwei/itstack-demo-design;itstack-demo-design;https://github.com/fuzhengwei/itstack-demo-design;5458;0;20/05/2020 13:45:30;2
facebookarchive/rebound;rebound;https://github.com/facebookarchive/rebound;5455;10;11/10/2013 01:12:37;9
dm77/barcodescanner;barcodescanner;https://github.com/dm77/barcodescanner;5453;6;24/02/2014 21:14:09;9
microg/GmsCore;GmsCore;https://github.com/microg/GmsCore;5433;29;23/04/2014 19:28:47;8
confluentinc/ksql;ksql;https://github.com/confluentinc/ksql;5433;8;27/09/2016 21:30:15;6
yanzhenjie/SwipeRecyclerView;SwipeRecyclerView;https://github.com/yanzhenjie/SwipeRecyclerView;5428;0;03/08/2016 15:43:34;6
wiremock/wiremock;wiremock;https://github.com/wiremock/wiremock;5420;9;09/10/2011 20:27:24;11
crazycodeboy/react-native-splash-screen;react-native-splash-screen;https://github.com/crazycodeboy/react-native-splash-screen;5407;12;14/09/2016 10:43:55;6
evernote/android-job;android-job;https://github.com/evernote/android-job;5385;31;20/08/2015 19:36:54;7
jgilfelt/SystemBarTint;SystemBarTint;https://github.com/jgilfelt/SystemBarTint;5383;3;17/11/2013 12:35:05;9
journeyapps/zxing-android-embedded;zxing-android-embedded;https://github.com/journeyapps/zxing-android-embedded;5367;9;28/11/2012 16:36:39;10
btraceio/btrace;btrace;https://github.com/btraceio/btrace;5362;30;28/08/2014 18:58:24;8
wasabeef/Blurry;Blurry;https://github.com/wasabeef/Blurry;5361;0;23/07/2015 14:12:08;7
apache/dubbo-spring-boot-project;dubbo-spring-boot-project;https://github.com/apache/dubbo-spring-boot-project;5358;13;18/01/2018 12:10:50;5
jOOQ/jOOQ;jOOQ;https://github.com/jOOQ/jOOQ;5348;0;17/04/2011 10:43:33;11
scribejava/scribejava;scribejava;https://github.com/scribejava/scribejava;5335;9;05/09/2010 19:11:40;12
hibernate/hibernate-orm;hibernate-orm;https://github.com/hibernate/hibernate-orm;5323;16;04/10/2010 16:15:52;12
XRecyclerView/XRecyclerView;XRecyclerView;https://github.com/XRecyclerView/XRecyclerView;5321;0;18/11/2015 08:14:22;7
evant/gradle-retrolambda;gradle-retrolambda;https://github.com/evant/gradle-retrolambda;5317;37;05/08/2013 02:09:58;9
commonsguy/cw-omnibus;cw-omnibus;https://github.com/commonsguy/cw-omnibus;5309;36;12/03/2012 14:12:06;11
wuhaoyu1990/MagicCamera;MagicCamera;https://github.com/wuhaoyu1990/MagicCamera;5299;0;08/01/2016 11:36:56;7
hazelcast/hazelcast;hazelcast;https://github.com/hazelcast/hazelcast;5278;182;21/03/2012 12:25:18;10
yixia/VitamioBundle;VitamioBundle;https://github.com/yixia/VitamioBundle;5274;0;19/10/2012 08:40:49;10
KeepSafe/TapTargetView;TapTargetView;https://github.com/KeepSafe/TapTargetView;5250;23;11/09/2016 09:07:36;6
lucasr/twoway-view;twoway-view;https://github.com/lucasr/twoway-view;5250;0;18/01/2013 20:55:23;10
motianhuo/wechat;wechat;https://github.com/motianhuo/wechat;5246;0;25/05/2015 02:33:37;7
h6ah4i/android-advancedrecyclerview;android-advancedrecyclerview;https://github.com/h6ah4i/android-advancedrecyclerview;5245;1;24/01/2015 16:14:39;8
Clans/FloatingActionButton;FloatingActionButton;https://github.com/Clans/FloatingActionButton;5234;14;21/03/2015 12:36:16;7
gephi/gephi;gephi;https://github.com/gephi/gephi;5230;19;22/10/2011 03:14:46;11
ffay/lanproxy;lanproxy;https://github.com/ffay/lanproxy;5223;1;20/11/2016 08:12:10;6
xxv/android-lifecycle;android-lifecycle;https://github.com/xxv/android-lifecycle;5217;0;18/04/2014 14:26:22;8
Yalantis/Side-Menu.Android;Side-Menu.Android;https://github.com/Yalantis/Side-Menu.Android;5212;2;13/01/2015 11:11:27;8
thinkaurelius/titan;titan;https://github.com/thinkaurelius/titan;5212;0;25/02/2012 22:53:53;11
TommyLemon/Android-ZBLibrary;Android-ZBLibrary;https://github.com/TommyLemon/Android-ZBLibrary;5211;25;20/08/2015 16:03:53;7
AriaLyy/Aria;Aria;https://github.com/AriaLyy/Aria;5193;26;19/02/2016 02:16:07;7
square/otto;otto;https://github.com/square/otto;5191;0;27/06/2012 19:06:49;10
Karumi/Dexter;Dexter;https://github.com/Karumi/Dexter;5187;33;17/11/2015 13:14:43;7
beemdevelopment/Aegis;Aegis;https://github.com/beemdevelopment/Aegis;5167;51;15/08/2016 19:10:31;6
Nepxion/Discovery;Discovery;https://github.com/Nepxion/Discovery;5162;126;21/06/2018 16:16:49;4
danikula/AndroidVideoCache;AndroidVideoCache;https://github.com/danikula/AndroidVideoCache;5161;20;01/04/2015 11:25:52;7
provectus/kafka-ui;kafka-ui;https://github.com/provectus/kafka-ui;5151;20;26/11/2019 15:55:55;3
vavr-io/vavr;vavr;https://github.com/vavr-io/vavr;5147;16;30/01/2014 14:07:25;9
auth0/java-jwt;java-jwt;https://github.com/auth0/java-jwt;5146;43;07/03/2014 15:06:11;9
alipay/SoloPi;SoloPi;https://github.com/alipay/SoloPi;5144;8;14/03/2019 15:32:49;4
facebook/shimmer-android;shimmer-android;https://github.com/facebook/shimmer-android;5139;5;27/02/2015 22:25:22;8
PowerJob/PowerJob;PowerJob;https://github.com/PowerJob/PowerJob;5097;38;16/03/2020 09:19:55;2
socketio/socket.io-client-java;socket.io-client-java;https://github.com/socketio/socket.io-client-java;5084;5;28/04/2013 17:04:05;9
careercup/ctci;ctci;https://github.com/careercup/ctci;5078;0;21/03/2013 23:01:01;9
mybatis/generator;generator;https://github.com/mybatis/generator;5052;11;10/02/2013 11:14:50;10
wequick/Small;Small;https://github.com/wequick/Small;5024;25;27/11/2015 11:37:20;7
kiegroup/drools;drools;https://github.com/kiegroup/drools;5022;0;18/02/2011 08:37:05;12
alibaba/UltraViewPager;UltraViewPager;https://github.com/alibaba/UltraViewPager;5015;10;29/03/2017 13:31:53;5
Trinea/android-common;android-common;https://github.com/Trinea/android-common;5012;1;19/06/2012 07:49:46;10
frogermcs/InstaMaterial;InstaMaterial;https://github.com/frogermcs/InstaMaterial;5010;1;10/11/2014 18:56:49;8
huanghongxun/HMCL;HMCL;https://github.com/huanghongxun/HMCL;4996;188;22/06/2015 08:06:03;7
baidu/uid-generator;uid-generator;https://github.com/baidu/uid-generator;4991;0;27/03/2017 04:03:43;5
spring-attic/spring-mvc-showcase;spring-mvc-showcase;https://github.com/spring-attic/spring-mvc-showcase;4987;0;03/06/2011 15:36:55;11
orhanobut/dialogplus;dialogplus;https://github.com/orhanobut/dialogplus;4986;9;12/12/2014 09:24:44;8
google/google-authenticator;google-authenticator;https://github.com/google/google-authenticator;4978;0;08/10/2014 17:54:27;8
ElderDrivers/EdXposed;EdXposed;https://github.com/ElderDrivers/EdXposed;4976;27;18/01/2019 16:18:19;4
amitshekhariitbhu/RxJava2-Android-Samples;RxJava2-Android-Samples;https://github.com/amitshekhariitbhu/RxJava2-Android-Samples;4968;0;27/08/2016 08:21:37;6
Genymobile/gnirehtet;gnirehtet;https://github.com/Genymobile/gnirehtet;4963;11;09/02/2017 16:01:13;6
yipianfengye/android-zxingLibrary;android-zxingLibrary;https://github.com/yipianfengye/android-zxingLibrary;4958;0;26/07/2016 08:00:18;6
rubensousa/GravitySnapHelper;GravitySnapHelper;https://github.com/rubensousa/GravitySnapHelper;4953;14;31/08/2016 07:25:23;6
traex/RippleEffect;RippleEffect;https://github.com/traex/RippleEffect;4949;0;14/10/2014 13:32:51;8
Devlight/NavigationTabBar;NavigationTabBar;https://github.com/Devlight/NavigationTabBar;4932;13;29/03/2016 08:59:27;6
huangyanbin/smartTable;smartTable;https://github.com/huangyanbin/smartTable;4929;44;08/11/2017 01:11:14;5
lettuce-io/lettuce-core;lettuce-core;https://github.com/lettuce-io/lettuce-core;4926;105;10/05/2014 13:08:46;8
hustcc/JS-Sorting-Algorithm;JS-Sorting-Algorithm;https://github.com/hustcc/JS-Sorting-Algorithm;4915;0;19/01/2017 11:36:21;6
DingMouRen/LayoutManagerGroup;LayoutManagerGroup;https://github.com/DingMouRen/LayoutManagerGroup;4911;0;28/04/2018 11:47:38;4
jeremylong/DependencyCheck;DependencyCheck;https://github.com/jeremylong/DependencyCheck;4905;49;03/09/2012 20:43:30;10
razerdp/BasePopup;BasePopup;https://github.com/razerdp/BasePopup;4899;15;15/01/2016 03:31:07;7
Ramotion/folding-cell-android;folding-cell-android;https://github.com/Ramotion/folding-cell-android;4889;0;01/04/2016 11:38:47;6
google/google-java-format;google-java-format;https://github.com/google/google-java-format;4886;18;11/05/2015 20:38:28;7
Jasonchenlijian/FastBle;FastBle;https://github.com/Jasonchenlijian/FastBle;4879;9;23/08/2016 02:06:33;6
JodaOrg/joda-time;joda-time;https://github.com/JodaOrg/joda-time;4874;42;16/05/2011 16:49:57;11
andkulikov/Transitions-Everywhere;Transitions-Everywhere;https://github.com/andkulikov/Transitions-Everywhere;4858;23;15/10/2014 03:37:03;8
lingochamp/okdownload;okdownload;https://github.com/lingochamp/okdownload;4840;8;17/12/2017 08:21:22;5
mcxiaoke/packer-ng-plugin;packer-ng-plugin;https://github.com/mcxiaoke/packer-ng-plugin;4821;1;24/11/2015 04:08:08;7
claritylab/lucida;lucida;https://github.com/claritylab/lucida;4820;0;13/05/2014 17:12:49;8
LandGrey/SpringBootVulExploit;SpringBootVulExploit;https://github.com/LandGrey/SpringBootVulExploit;4802;0;20/05/2020 09:18:44;2
OpenTSDB/opentsdb;opentsdb;https://github.com/OpenTSDB/opentsdb;4800;26;27/08/2010 02:05:20;12
apache/groovy;groovy;https://github.com/apache/groovy;4798;0;16/04/2015 07:00:05;7
dromara/lamp-cloud;lamp-cloud;https://github.com/dromara/lamp-cloud;4797;0;17/01/2018 02:51:04;5
apache/incubator-seatunnel;incubator-seatunnel;https://github.com/apache/incubator-seatunnel;4795;40;05/08/2017 09:14:47;5
apache/hbase;hbase;https://github.com/apache/hbase;4793;31;23/05/2014 07:00:07;8
youtube/api-samples;api-samples;https://github.com/youtube/api-samples;4787;0;09/12/2013 18:41:41;9
etsy/AndroidStaggeredGrid;AndroidStaggeredGrid;https://github.com/etsy/AndroidStaggeredGrid;4774;7;09/12/2013 19:43:45;9
apache/camel;camel;https://github.com/apache/camel;4765;0;21/05/2009 00:25:36;13
JanusGraph/janusgraph;janusgraph;https://github.com/JanusGraph/janusgraph;4763;24;26/12/2016 13:26:29;6
youlookwhat/CloudReader;CloudReader;https://github.com/youlookwhat/CloudReader;4759;25;20/11/2016 11:59:25;6
saiwu-bigkoo/Android-ConvenientBanner;Android-ConvenientBanner;https://github.com/saiwu-bigkoo/Android-ConvenientBanner;4750;0;23/12/2014 06:12:33;8
AntennaPod/AntennaPod;AntennaPod;https://github.com/AntennaPod/AntennaPod;4747;48;31/07/2012 10:25:08;10
google/cameraview;cameraview;https://github.com/google/cameraview;4742;0;04/08/2016 05:22:14;6
spring-projects/spring-data-examples;spring-data-examples;https://github.com/spring-projects/spring-data-examples;4734;0;30/01/2014 15:42:43;9
CodingDocs/springboot-guide;springboot-guide;https://github.com/CodingDocs/springboot-guide;4724;0;28/11/2018 01:05:07;4
pardom-zz/ActiveAndroid;ActiveAndroid;https://github.com/pardom-zz/ActiveAndroid;4708;0;15/11/2012 18:10:45;10
apache/hive;hive;https://github.com/apache/hive;4704;0;21/05/2009 02:31:01;13
spring-cloud/spring-cloud-netflix;spring-cloud-netflix;https://github.com/spring-cloud/spring-cloud-netflix;4699;3;11/07/2014 15:46:12;8
gabrielemariotti/cardslib;cardslib;https://github.com/gabrielemariotti/cardslib;4695;27;20/09/2013 21:57:19;9
hongyangAndroid/baseAdapter;baseAdapter;https://github.com/hongyangAndroid/baseAdapter;4695;0;03/08/2015 02:55:51;7
deathmarine/Luyten;Luyten;https://github.com/deathmarine/Luyten;4678;17;11/07/2013 10:57:28;9
sofastack/sofa-boot;sofa-boot;https://github.com/sofastack/sofa-boot;4675;62;02/04/2018 08:28:14;4
jankotek/mapdb;mapdb;https://github.com/jankotek/mapdb;4663;0;17/08/2012 15:28:54;10
wdullaer/MaterialDateTimePicker;MaterialDateTimePicker;https://github.com/wdullaer/MaterialDateTimePicker;4661;54;03/01/2015 19:41:03;8
nisrulz/android-tips-tricks;android-tips-tricks;https://github.com/nisrulz/android-tips-tricks;4655;0;25/08/2016 20:27:33;6
jgilfelt/chuck;chuck;https://github.com/jgilfelt/chuck;4637;5;07/02/2017 23:51:39;6
android/views-widgets-samples;views-widgets-samples;https://github.com/android/views-widgets-samples;4635;0;06/09/2019 21:39:12;3
spring-attic/spring-security-oauth;spring-security-oauth;https://github.com/spring-attic/spring-security-oauth;4632;0;26/07/2011 18:08:49;11
Col-E/Recaf;Recaf;https://github.com/Col-E/Recaf;4628;168;27/07/2017 06:01:10;5
kyleduo/SwitchButton;SwitchButton;https://github.com/kyleduo/SwitchButton;4622;0;09/09/2014 07:20:43;8
techGay/v9porn;v9porn;https://github.com/techGay/v9porn;4619;9;12/04/2018 14:32:04;4
square/sqlbrite;sqlbrite;https://github.com/square/sqlbrite;4599;9;19/02/2015 04:38:37;8
javaparser/javaparser;javaparser;https://github.com/javaparser/javaparser;4596;40;30/10/2011 14:03:44;11
reactive-streams/reactive-streams-jvm;reactive-streams-jvm;https://github.com/reactive-streams/reactive-streams-jvm;4588;0;28/02/2014 13:16:15;9
natario1/CameraView;CameraView;https://github.com/natario1/CameraView;4582;42;18/07/2017 09:30:33;5
go-lang-plugin-org/go-lang-idea-plugin;go-lang-idea-plugin;https://github.com/go-lang-plugin-org/go-lang-idea-plugin;4581;21;29/08/2010 08:20:01;12
cglib/cglib;cglib;https://github.com/cglib/cglib;4580;15;29/03/2014 13:48:30;8
SplashCodes/JAViewer;JAViewer;https://github.com/SplashCodes/JAViewer;4578;10;21/05/2016 08:47:10;6
ZHENFENG13/spring-boot-projects;spring-boot-projects;https://github.com/ZHENFENG13/spring-boot-projects;4577;0;01/04/2017 01:50:14;5
danielzeller/Depth-LIB-Android-;Depth-LIB-Android-;https://github.com/danielzeller/Depth-LIB-Android-;4576;0;27/04/2016 09:37:28;6
chentao0707/SimplifyReader;SimplifyReader;https://github.com/chentao0707/SimplifyReader;4574;0;17/08/2015 08:22:53;7
2227324689/gpmall;gpmall;https://github.com/2227324689/gpmall;4572;0;18/07/2019 14:09:22;3
orientechnologies/orientdb;orientdb;https://github.com/orientechnologies/orientdb;4571;198;09/12/2012 20:33:47;10
romandanylyk/PageIndicatorView;PageIndicatorView;https://github.com/romandanylyk/PageIndicatorView;4568;14;20/08/2016 19:25:32;6
pili-engineering/PLDroidPlayer;PLDroidPlayer;https://github.com/pili-engineering/PLDroidPlayer;4565;42;02/06/2015 04:41:29;7
coobird/thumbnailator;thumbnailator;https://github.com/coobird/thumbnailator;4560;0;25/07/2015 05:38:33;7
Flipboard/bottomsheet;bottomsheet;https://github.com/Flipboard/bottomsheet;4545;10;23/04/2015 17:37:32;7
zhanghai/Douya;Douya;https://github.com/zhanghai/Douya;4543;11;01/02/2016 13:44:19;7
web3j/web3j;web3j;https://github.com/web3j/web3j;4538;101;04/09/2016 05:48:49;6
jdamcd/android-crop;android-crop;https://github.com/jdamcd/android-crop;4538;6;13/03/2014 10:24:43;9
bitcoinj/bitcoinj;bitcoinj;https://github.com/bitcoinj/bitcoinj;4529;1;19/11/2013 04:33:23;9
WeiYe-Jing/datax-web;datax-web;https://github.com/WeiYe-Jing/datax-web;4527;5;19/11/2019 01:09:05;3
hansonwang99/Spring-Boot-In-Action;Spring-Boot-In-Action;https://github.com/hansonwang99/Spring-Boot-In-Action;4520;0;28/01/2019 12:56:51;4
JakeWharton/NineOldAndroids;NineOldAndroids;https://github.com/JakeWharton/NineOldAndroids;4512;0;08/12/2011 19:46:37;11
meefik/linuxdeploy;linuxdeploy;https://github.com/meefik/linuxdeploy;4509;37;21/08/2012 04:49:14;10
pig-mesh/pig;pig;https://github.com/pig-mesh/pig;4506;10;26/08/2019 03:24:53;3
xManager-App/xManager;xManager;https://github.com/xManager-App/xManager;4503;40;08/02/2021 11:31:10;2
roncoo/roncoo-pay;roncoo-pay;https://github.com/roncoo/roncoo-pay;4496;0;21/07/2016 02:46:06;6
puniverse/quasar;quasar;https://github.com/puniverse/quasar;4492;18;27/03/2013 14:51:24;9
zhanglei-workspace/shopping-management-system;shopping-management-system;https://github.com/zhanglei-workspace/shopping-management-system;4490;0;16/11/2015 12:53:21;7
firebase/FirebaseUI-Android;FirebaseUI-Android;https://github.com/firebase/FirebaseUI-Android;4487;65;09/07/2015 17:31:09;7
HotBitmapGG/bilibili-android-client;bilibili-android-client;https://github.com/HotBitmapGG/bilibili-android-client;4469;1;01/06/2016 04:36:01;6
reactor/reactor-core;reactor-core;https://github.com/reactor/reactor-core;4458;133;10/11/2015 10:06:40;7
alibaba/dexposed;dexposed;https://github.com/alibaba/dexposed;4456;0;30/06/2015 02:59:16;7
apache/pinot;pinot;https://github.com/apache/pinot;4455;16;19/05/2014 23:27:48;8
square/android-times-square;android-times-square;https://github.com/square/android-times-square;4441;0;30/01/2013 20:28:27;10
brianfrankcooper/YCSB;YCSB;https://github.com/brianfrankcooper/YCSB;4439;55;19/04/2010 20:52:11;12
castorflex/SmoothProgressBar;SmoothProgressBar;https://github.com/castorflex/SmoothProgressBar;4438;9;27/11/2013 20:32:16;9
luggit/react-native-config;react-native-config;https://github.com/luggit/react-native-config;4429;22;23/02/2016 00:19:11;7
Doikki/DKVideoPlayer;DKVideoPlayer;https://github.com/Doikki/DKVideoPlayer;4425;32;11/04/2017 01:33:38;5
