nameWithOwner;name;url;stargazerCount;releases;createdAt;ageInYears
vaticle/typedb;typedb;https://github.com/vaticle/typedb;3355;94;11/07/2016 23:59:57;6
KingJA/LoadSir;LoadSir;https://github.com/KingJA/LoadSir;3352;6;02/09/2017 08:32:15;5
rubensousa/PreviewSeekBar;PreviewSeekBar;https://github.com/rubensousa/PreviewSeekBar;3347;8;24/01/2017 23:52:44;6
awaitility/awaitility;awaitility;https://github.com/awaitility/awaitility;3347;0;22/01/2010 15:12:52;13
jMonkeyEngine/jmonkeyengine;jmonkeyengine;https://github.com/jMonkeyEngine/jmonkeyengine;3346;54;20/03/2014 22:29:28;8
ivacf/archi;archi;https://github.com/ivacf/archi;3346;0;11/09/2015 16:13:34;7
VaughnVernon/IDDD_Samples;IDDD_Samples;https://github.com/VaughnVernon/IDDD_Samples;3346;0;08/04/2013 22:12:57;9
RipMeApp/ripme;ripme;https://github.com/RipMeApp/ripme;3344;126;06/01/2017 17:12:09;6
GitLqr/LQRWeChat;LQRWeChat;https://github.com/GitLqr/LQRWeChat;3343;0;07/02/2017 06:32:40;6
CoderLeixiaoshuai/java-eight-part;java-eight-part;https://github.com/CoderLeixiaoshuai/java-eight-part;3343;0;16/10/2020 16:27:04;2
spockframework/spock;spock;https://github.com/spockframework/spock;3340;21;12/12/2010 19:02:34;12
diffplug/spotless;spotless;https://github.com/diffplug/spotless;3328;0;27/04/2015 19:10:58;7
iammert/ScalingLayout;ScalingLayout;https://github.com/iammert/ScalingLayout;3322;4;01/10/2017 12:28:34;5
luojilab/DDComponentForAndroid;DDComponentForAndroid;https://github.com/luojilab/DDComponentForAndroid;3320;4;07/09/2017 05:48:44;5
shekhargulati/99-problems;99-problems;https://github.com/shekhargulati/99-problems;3316;0;22/11/2015 05:56:33;7
yanzhenjie/AndServer;AndServer;https://github.com/yanzhenjie/AndServer;3315;0;14/06/2016 00:52:52;6
undertow-io/undertow;undertow;https://github.com/undertow-io/undertow;3313;0;19/07/2012 00:52:44;10
fyhertz/libstreaming;libstreaming;https://github.com/fyhertz/libstreaming;3312;0;30/01/2013 21:24:47;10
DerekYRC/mini-spring;mini-spring;https://github.com/DerekYRC/mini-spring;3311;0;17/11/2020 11:59:18;2
nextcloud/android;android;https://github.com/nextcloud/android;3311;207;06/06/2016 21:23:36;6
actorapp/actor-platform;actor-platform;https://github.com/actorapp/actor-platform;3309;97;21/06/2015 00:29:57;7
huburt-Hu/NewbieGuide;NewbieGuide;https://github.com/huburt-Hu/NewbieGuide;3306;20;28/07/2017 06:54:05;5
alibaba/Alink;Alink;https://github.com/alibaba/Alink;3303;20;30/09/2018 06:36:11;4
google/volley;volley;https://github.com/google/volley;3300;9;24/01/2017 17:39:33;6
uber/NullAway;NullAway;https://github.com/uber/NullAway;3298;0;01/09/2017 17:35:57;5
ByteLegend/ByteLegend;ByteLegend;https://github.com/ByteLegend/ByteLegend;3297;0;01/02/2021 10:11:30;2
kevinsawicki/http-request;http-request;https://github.com/kevinsawicki/http-request;3295;0;21/10/2011 19:54:58;11
react-native-share/react-native-share;react-native-share;https://github.com/react-native-share/react-native-share;3294;97;30/09/2015 02:27:34;7
uber/AutoDispose;AutoDispose;https://github.com/uber/AutoDispose;3289;2;22/12/2016 18:46:11;6
tronprotocol/java-tron;java-tron;https://github.com/tronprotocol/java-tron;3286;71;26/12/2017 10:20:38;5
anggrayudi/android-hidden-api;android-hidden-api;https://github.com/anggrayudi/android-hidden-api;3274;1;16/09/2015 11:58:33;7
chenBingX/SuperTextView;SuperTextView;https://github.com/chenBingX/SuperTextView;3261;33;17/04/2017 11:32:41;5
lenve/JavaEETest;JavaEETest;https://github.com/lenve/JavaEETest;3255;0;13/12/2016 02:13:58;6
trojan-gfw/igniter;igniter;https://github.com/trojan-gfw/igniter;3251;33;08/11/2018 22:19:03;4
dingjikerbo/Android-BluetoothKit;Android-BluetoothKit;https://github.com/dingjikerbo/Android-BluetoothKit;3249;0;08/10/2015 09:07:33;7
java-aodeng/hope-boot;hope-boot;https://github.com/java-aodeng/hope-boot;3246;2;17/10/2018 07:50:48;4
UnevenSoftware/LeafPic;LeafPic;https://github.com/UnevenSoftware/LeafPic;3246;7;07/01/2016 17:24:12;7
immutables/immutables;immutables;https://github.com/immutables/immutables;3243;9;07/07/2013 13:48:23;9
IoT-Technology/IoT-Technical-Guide;IoT-Technical-Guide;https://github.com/IoT-Technology/IoT-Technical-Guide;3237;0;02/04/2019 01:52:44;3
FasterXML/jackson-databind;jackson-databind;https://github.com/FasterXML/jackson-databind;3234;0;23/12/2011 07:17:41;11
ragunathjawahar/android-saripaar;android-saripaar;https://github.com/ragunathjawahar/android-saripaar;3233;3;08/09/2012 11:52:30;10
spring-cloud/spring-cloud-kubernetes;spring-cloud-kubernetes;https://github.com/spring-cloud/spring-cloud-kubernetes;3233;3;13/12/2016 21:36:25;6
watabou/pixel-dungeon;pixel-dungeon;https://github.com/watabou/pixel-dungeon;3232;0;26/07/2014 17:34:32;8
pytorch/serve;serve;https://github.com/pytorch/serve;3231;16;03/10/2019 03:17:43;3
tangqi92/Android-Tips;Android-Tips;https://github.com/tangqi92/Android-Tips;3230;0;10/09/2015 09:01:47;7
bluelinelabs/LoganSquare;LoganSquare;https://github.com/bluelinelabs/LoganSquare;3227;0;17/02/2015 03:24:12;8
WritingMinds/ffmpeg-android-java;ffmpeg-android-java;https://github.com/WritingMinds/ffmpeg-android-java;3226;8;11/09/2014 10:12:09;8
eishay/jvm-serializers;jvm-serializers;https://github.com/eishay/jvm-serializers;3222;0;25/04/2010 03:12:00;12
BelooS/ChipsLayoutManager;ChipsLayoutManager;https://github.com/BelooS/ChipsLayoutManager;3222;11;03/08/2016 19:23:43;6
eleme/UETool;UETool;https://github.com/eleme/UETool;3220;10;16/05/2018 08:13:17;4
kestra-io/kestra;kestra;https://github.com/kestra-io/kestra;3216;16;24/08/2019 13:56:15;3
dariuszseweryn/RxAndroidBle;RxAndroidBle;https://github.com/dariuszseweryn/RxAndroidBle;3213;56;04/02/2016 13:42:02;7
s4kibs4mi/java-developer-roadmap;java-developer-roadmap;https://github.com/s4kibs4mi/java-developer-roadmap;3212;0;23/04/2019 06:42:13;3
bauerca/drag-sort-listview;drag-sort-listview;https://github.com/bauerca/drag-sort-listview;3206;0;01/06/2012 06:32:13;10
woxingxiao/BubbleSeekBar;BubbleSeekBar;https://github.com/woxingxiao/BubbleSeekBar;3202;12;03/11/2016 14:31:05;6
daimajia/AndroidViewHover;AndroidViewHover;https://github.com/daimajia/AndroidViewHover;3202;4;08/08/2014 12:04:43;8
bilibili/boxing;boxing;https://github.com/bilibili/boxing;3199;1;22/01/2017 07:04:34;6
pengjianbo/GalleryFinal;GalleryFinal;https://github.com/pengjianbo/GalleryFinal;3199;4;21/09/2015 07:01:17;7
jfinal/jfinal;jfinal;https://github.com/jfinal/jfinal;3190;0;25/04/2012 08:48:48;10
aragozin/jvm-tools;jvm-tools;https://github.com/aragozin/jvm-tools;3187;0;28/04/2012 09:28:32;10
JCTools/JCTools;JCTools;https://github.com/JCTools/JCTools;3186;16;10/11/2013 18:04:40;9
angryip/ipscan;ipscan;https://github.com/angryip/ipscan;3185;30;28/06/2011 20:58:48;11
alibaba/cobar;cobar;https://github.com/alibaba/cobar;3184;1;15/01/2014 11:20:09;9
charles2gan/GDA-android-reversing-Tool;GDA-android-reversing-Tool;https://github.com/charles2gan/GDA-android-reversing-Tool;3180;34;31/10/2017 08:18:29;5
camunda/camunda-bpm-platform;camunda-bpm-platform;https://github.com/camunda/camunda-bpm-platform;3179;0;03/01/2013 10:10:31;10
Red5/red5-server;red5-server;https://github.com/Red5/red5-server;3179;73;19/11/2013 05:04:10;9
chrisbanes/ActionBar-PullToRefresh;ActionBar-PullToRefresh;https://github.com/chrisbanes/ActionBar-PullToRefresh;3177;0;04/06/2013 14:44:53;9
amulyakhare/TextDrawable;TextDrawable;https://github.com/amulyakhare/TextDrawable;3174;0;19/10/2014 09:56:45;8
facebookarchive/network-connection-class;network-connection-class;https://github.com/facebookarchive/network-connection-class;3170;2;18/03/2015 02:16:43;7
yangfuhai/afinal;afinal;https://github.com/yangfuhai/afinal;3169;0;17/10/2012 08:10:00;10
jtablesaw/tablesaw;tablesaw;https://github.com/jtablesaw/tablesaw;3167;79;01/01/2016 14:58:28;7
zzz40500/GsonFormat;GsonFormat;https://github.com/zzz40500/GsonFormat;3165;4;31/10/2014 14:16:39;8
Skykai521/StickerCamera;StickerCamera;https://github.com/Skykai521/StickerCamera;3159;0;05/07/2015 14:12:43;7
guoguibing/librec;librec;https://github.com/guoguibing/librec;3158;3;09/01/2014 16:06:11;9
phodal/migration;migration;https://github.com/phodal/migration;3157;0;08/01/2020 02:11:38;3
android-notes/Cockroach;Cockroach;https://github.com/android-notes/Cockroach;3154;1;14/02/2017 03:43:51;6
bitcoin-wallet/bitcoin-wallet;bitcoin-wallet;https://github.com/bitcoin-wallet/bitcoin-wallet;3154;18;31/03/2012 17:06:47;10
nicolasgramlich/AndEngine;AndEngine;https://github.com/nicolasgramlich/AndEngine;3154;0;22/11/2011 14:20:11;11
Sayi/poi-tl;poi-tl;https://github.com/Sayi/poi-tl;3148;13;20/03/2015 06:47:52;7
allure-framework/allure2;allure2;https://github.com/allure-framework/allure2;3145;56;27/05/2016 14:06:05;6
logisim-evolution/logisim-evolution;logisim-evolution;https://github.com/logisim-evolution/logisim-evolution;3141;29;19/09/2014 05:23:24;8
tonikelope/megabasterd;megabasterd;https://github.com/tonikelope/megabasterd;3140;178;29/09/2016 16:54:54;6
shuzijun/leetcode-editor;leetcode-editor;https://github.com/shuzijun/leetcode-editor;3138;41;19/03/2019 16:32:17;3
danylovolokh/VideoPlayerManager;VideoPlayerManager;https://github.com/danylovolokh/VideoPlayerManager;3135;0;09/07/2015 21:32:15;7
sofastack/sofa-jraft;sofa-jraft;https://github.com/sofastack/sofa-jraft;3135;25;04/03/2019 10:13:43;4
gouthampradhan/leetcode;leetcode;https://github.com/gouthampradhan/leetcode;3134;0;09/03/2017 10:30:30;6
crazyandcoder/citypicker;citypicker;https://github.com/crazyandcoder/citypicker;3134;4;12/05/2016 01:21:33;6
airbnb/native-navigation;native-navigation;https://github.com/airbnb/native-navigation;3132;0;16/09/2016 17:16:56;6
hitherejoe/animate;animate;https://github.com/hitherejoe/animate;3129;0;16/11/2015 15:06:22;7
hongyangAndroid/Highlight;Highlight;https://github.com/hongyangAndroid/Highlight;3127;0;08/10/2015 15:03:40;7
java8/Java8InAction;Java8InAction;https://github.com/java8/Java8InAction;3122;0;28/10/2013 23:59:40;9
yipianfengye/android-adDialog;android-adDialog;https://github.com/yipianfengye/android-adDialog;3115;0;02/08/2016 08:00:57;6
requery/requery;requery;https://github.com/requery/requery;3114;43;14/11/2015 00:45:31;7
dunwu/db-tutorial;db-tutorial;https://github.com/dunwu/db-tutorial;3113;0;08/08/2017 06:33:38;5
amitshekhariitbhu/PRDownloader;PRDownloader;https://github.com/amitshekhariitbhu/PRDownloader;3104;5;11/11/2017 19:29:38;5
zhpanvip/BannerViewPager;BannerViewPager;https://github.com/zhpanvip/BannerViewPager;3098;55;28/03/2017 09:11:11;5
apache/iotdb;iotdb;https://github.com/apache/iotdb;3092;28;24/11/2018 21:29:17;4
Mojang/brigadier;brigadier;https://github.com/Mojang/brigadier;3091;3;15/09/2014 08:48:24;8
geoserver/geoserver;geoserver;https://github.com/geoserver/geoserver;3077;26;10/11/2011 19:56:06;11
mplushnikov/lombok-intellij-plugin;lombok-intellij-plugin;https://github.com/mplushnikov/lombok-intellij-plugin;3074;116;09/10/2013 21:49:01;9
spring-io/initializr;initializr;https://github.com/spring-io/initializr;3072;13;07/06/2013 16:02:22;9
zaaach/CityPicker;CityPicker;https://github.com/zaaach/CityPicker;3065;2;27/02/2016 09:11:27;7
zhou-you/RxEasyHttp;RxEasyHttp;https://github.com/zhou-you/RxEasyHttp;3062;0;07/06/2017 09:33:47;5
pingfangushi/screw;screw;https://github.com/pingfangushi/screw;3059;0;21/06/2020 11:37:06;2
deepjavalibrary/djl;djl;https://github.com/deepjavalibrary/djl;3059;22;29/10/2019 22:38:54;3
gabrielemariotti/RecyclerViewItemAnimators;RecyclerViewItemAnimators;https://github.com/gabrielemariotti/RecyclerViewItemAnimators;3059;0;22/08/2014 00:24:43;8
Marswin/MarsDaemon;MarsDaemon;https://github.com/Marswin/MarsDaemon;3059;0;25/12/2015 03:21:41;7
Dimezis/BlurView;BlurView;https://github.com/Dimezis/BlurView;3058;26;21/04/2016 16:00:07;6
eclipse-openj9/openj9;openj9;https://github.com/eclipse-openj9/openj9;3057;36;25/08/2017 13:46:07;5
mxdldev/android-mvp-mvvm-flytour;android-mvp-mvvm-flytour;https://github.com/mxdldev/android-mvp-mvvm-flytour;3057;11;25/12/2018 10:42:31;4
florent37/ShapeOfView;ShapeOfView;https://github.com/florent37/ShapeOfView;3050;0;18/02/2018 12:14:06;5
sofastack/sofa-jarslink;sofa-jarslink;https://github.com/sofastack/sofa-jarslink;3049;2;02/02/2018 06:02:09;5
evrencoskun/TableView;TableView;https://github.com/evrencoskun/TableView;3044;12;13/06/2017 04:29:44;5
ZHENFENG13/My-Blog;My-Blog;https://github.com/ZHENFENG13/My-Blog;3043;0;04/03/2019 09:17:00;4
zwwill/yanxuan-weex-demo;yanxuan-weex-demo;https://github.com/zwwill/yanxuan-weex-demo;3041;0;05/09/2017 11:48:42;5
xmuSistone/ViewpagerTransition;ViewpagerTransition;https://github.com/xmuSistone/ViewpagerTransition;3035;1;19/09/2016 05:38:45;6
ferredoxin/QNotified;QNotified;https://github.com/ferredoxin/QNotified;3031;28;24/03/2019 05:12:41;3
keyboardsurfer/Crouton;Crouton;https://github.com/keyboardsurfer/Crouton;3028;8;03/08/2012 11:04:36;10
apache/logging-log4j2;logging-log4j2;https://github.com/apache/logging-log4j2;3025;0;12/06/2013 07:00:19;9
jgilfelt/android-viewbadger;android-viewbadger;https://github.com/jgilfelt/android-viewbadger;3022;0;27/09/2011 22:50:57;11
rememberber/WePush;WePush;https://github.com/rememberber/WePush;3013;50;23/06/2017 09:03:36;5
dmytrodanylyk/android-process-button;android-process-button;https://github.com/dmytrodanylyk/android-process-button;3013;1;02/05/2014 20:39:23;8
shopizer-ecommerce/shopizer;shopizer;https://github.com/shopizer-ecommerce/shopizer;3009;18;21/11/2012 03:42:39;10
ZieIony/Carbon;Carbon;https://github.com/ZieIony/Carbon;3008;2;04/02/2015 23:11:18;8
yarolegovich/SlidingRootNav;SlidingRootNav;https://github.com/yarolegovich/SlidingRootNav;3006;1;26/03/2017 22:58:48;5
KeepSafe/dexcount-gradle-plugin;dexcount-gradle-plugin;https://github.com/KeepSafe/dexcount-gradle-plugin;3006;21;04/06/2015 03:33:17;7
jd-alexander/LikeButton;LikeButton;https://github.com/jd-alexander/LikeButton;3001;14;23/12/2015 17:49:46;7
pedrovgs/DraggablePanel;DraggablePanel;https://github.com/pedrovgs/DraggablePanel;3001;10;13/04/2014 11:40:54;8
JackyAndroid/AndroidChromium;AndroidChromium;https://github.com/JackyAndroid/AndroidChromium;3001;2;04/07/2016 07:28:36;6
guolindev/booksource;booksource;https://github.com/guolindev/booksource;3001;0;04/10/2016 02:55:57;6
facebookarchive/react-native-fbsdk;react-native-fbsdk;https://github.com/facebookarchive/react-native-fbsdk;2996;22;03/08/2015 17:10:14;7
RoaringBitmap/RoaringBitmap;RoaringBitmap;https://github.com/RoaringBitmap/RoaringBitmap;2996;9;17/06/2013 20:29:23;9
cSploit/android;android;https://github.com/cSploit/android;2993;33;04/10/2014 05:53:29;8
yui/yuicompressor;yuicompressor;https://github.com/yui/yuicompressor;2993;1;05/12/2008 19:13:24;14
apache/linkis;linkis;https://github.com/apache/linkis;2989;28;23/07/2019 06:41:51;3
spotbugs/spotbugs;spotbugs;https://github.com/spotbugs/spotbugs;2988;57;04/11/2016 22:18:08;6
google/bundletool;bundletool;https://github.com/google/bundletool;2988;50;04/05/2018 07:24:09;4
yusugomori/DeepLearning;DeepLearning;https://github.com/yusugomori/DeepLearning;2983;0;01/01/2013 16:23:53;10
lovetuzitong/MultiImageSelector;MultiImageSelector;https://github.com/lovetuzitong/MultiImageSelector;2981;2;08/04/2015 10:12:50;7
szerhusenBC/jwt-spring-security-demo;jwt-spring-security-demo;https://github.com/szerhusenBC/jwt-spring-security-demo;2976;3;20/03/2016 19:16:17;6
ltsopensource/light-task-scheduler;light-task-scheduler;https://github.com/ltsopensource/light-task-scheduler;2974;29;24/10/2014 12:53:14;8
AxonFramework/AxonFramework;AxonFramework;https://github.com/AxonFramework/AxonFramework;2973;109;02/12/2011 16:04:42;11
helidon-io/helidon;helidon;https://github.com/helidon-io/helidon;2972;70;27/08/2018 11:03:52;4
Snailclimb/guide-rpc-framework;guide-rpc-framework;https://github.com/Snailclimb/guide-rpc-framework;2969;0;10/05/2020 13:24:42;2
mmin18/RealtimeBlurView;RealtimeBlurView;https://github.com/mmin18/RealtimeBlurView;2969;0;21/09/2016 15:59:51;6
stephanenicolas/robospice;robospice;https://github.com/stephanenicolas/robospice;2968;1;19/09/2012 14:09:37;10
jasonross/Nuwa;Nuwa;https://github.com/jasonross/Nuwa;2964;0;11/11/2015 14:48:23;7
wix/react-native-notifications;react-native-notifications;https://github.com/wix/react-native-notifications;2961;24;06/04/2016 13:17:44;6
CrawlScript/WebCollector;WebCollector;https://github.com/CrawlScript/WebCollector;2958;0;12/07/2014 03:16:12;8
kiegroup/optaplanner;optaplanner;https://github.com/kiegroup/optaplanner;2944;0;15/02/2011 19:38:23;12
bmelnychuk/AndroidTreeView;AndroidTreeView;https://github.com/bmelnychuk/AndroidTreeView;2939;0;11/02/2015 02:48:05;8
halirutan/IntelliJ-Key-Promoter-X;IntelliJ-Key-Promoter-X;https://github.com/halirutan/IntelliJ-Key-Promoter-X;2938;23;28/07/2017 22:09:25;5
hneemann/Digital;Digital;https://github.com/hneemann/Digital;2936;34;28/06/2016 17:40:16;6
JackyAndroid/AndroidTVLauncher;AndroidTVLauncher;https://github.com/JackyAndroid/AndroidTVLauncher;2935;3;27/03/2016 08:59:19;6
bastillion-io/Bastillion;Bastillion;https://github.com/bastillion-io/Bastillion;2929;17;07/02/2013 23:11:49;10
KeepSafe/ReLinker;ReLinker;https://github.com/KeepSafe/ReLinker;2927;12;15/10/2015 18:23:00;7
JabRef/jabref;jabref;https://github.com/JabRef/jabref;2927;37;11/03/2014 14:48:42;9
201206030/novel-plus;novel-plus;https://github.com/201206030/novel-plus;2923;19;02/05/2020 07:15:43;2
apache/curator;curator;https://github.com/apache/curator;2920;0;03/03/2014 08:00:07;9
mbechler/marshalsec;marshalsec;https://github.com/mbechler/marshalsec;2919;0;22/05/2017 11:43:57;5
googlesamples/android-vision;android-vision;https://github.com/googlesamples/android-vision;2915;0;01/07/2015 21:40:31;7
lihangleo2/ShadowLayout;ShadowLayout;https://github.com/lihangleo2/ShadowLayout;2914;27;09/07/2019 07:17:06;3
yacy/yacy_search_server;yacy_search_server;https://github.com/yacy/yacy_search_server;2911;0;22/03/2015 12:54:20;7
microservices-patterns/ftgo-application;ftgo-application;https://github.com/microservices-patterns/ftgo-application;2911;0;23/10/2017 04:30:04;5
